subscription_id,customer_id,event_date,event_type,plan,mrr_amount,currency
sub_000041,cust_0032,2024-12-06 19:45:19.822727,new_subscription,Professional,79,EUR
sub_000042,cust_0033,2023-05-12 22:06:26.155040,new_subscription,Enterprise,199,EUR
sub_000043,cust_0034,2023-03-02 18:13:19.988681,new_subscription,Basic,29,EUR
sub_000044,cust_0034,2023-06-09 14:28:00.614107,upgrade,Professional,50,EUR
sub_000045,cust_0035,2023-01-31 23:46:06.026119,new_subscription,Professional,79,EUR
sub_000046,cust_0036,2024-08-14 19:02:39.306907,new_subscription,Basic,29,EUR
sub_000047,cust_0037,2023-01-03 05:09:33.248192,new_subscription,Basic,29,EUR
sub_000048,cust_0037,2024-01-31 10:51:05.096478,upgrade,Professional,50,EUR
sub_000049,cust_0038,2024-05-05 20:07:14.559296,new_subscription,Professional,79,EUR
sub_000050,cust_0039,2024-08-13 02:03:34.020064,new_subscription,Basic,29,EUR
sub_000051,cust_0040,2023-06-27 13:22:10.758705,new_subscription,Basic,29,EUR
sub_000052,cust_0041,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000053,cust_0042,2023-06-10 17:27:37.771245,new_subscription,Basic,29,EUR
sub_000054,cust_0043,2023-05-29 23:53:17.390182,new_subscription,Professional,79,EUR
sub_000055,cust_0044,2024-06-07 03:36:27.093580,new_subscription,Professional,79,EUR
sub_000056,cust_0045,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000057,cust_0046,2023-02-20 22:46:29.923352,new_subscription,Basic,29,EUR
sub_000058,cust_0047,2024-07-26 03:46:13.546336,new_subscription,Professional,79,EUR
sub_000059,cust_0048,2024-08-12 13:20:37.249890,new_subscription,Basic,29,EUR
sub_000060,cust_0049,2023-10-23 20:55:00.668142,new_subscription,Basic,29,EUR
sub_000061,cust_0049,2024-04-08 20:07:06.769257,upgrade,Professional,50,EUR
sub_000062,cust_0050,2023-01-11 07:10:43.069098,new_subscription,Basic,29,EUR
sub_000063,cust_0050,2023-05-09 17:07:50.943580,churn,,-29,EUR
sub_000064,cust_0051,2023-01-13 18:33:48.025488,new_subscription,Professional,79,EUR
sub_000065,cust_0051,2023-07-22 21:48:44.088739,upgrade,Enterprise,120,EUR
sub_000066,cust_0052,2023-05-31 23:00:30.255959,new_subscription,Basic,29,EUR
sub_000067,cust_0053,2024-12-31 00:00:00.000000,new_subscription,Enterprise,199,EUR
sub_000068,cust_0054,2023-07-31 07:30:25.051945,new_subscription,Basic,29,EUR
sub_000069,cust_0055,2023-04-14 22:07:46.223065,new_subscription,Professional,79,EUR
sub_000070,cust_0056,2023-05-17 20:32:48.902337,new_subscription,Basic,29,EUR
sub_000071,cust_0056,2023-11-15 23:06:40.164501,upgrade,Professional,50,EUR
sub_000072,cust_0056,2024-01-08 13:56:20.519257,downgrade,Basic,-50,EUR
sub_000073,cust_0057,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000074,cust_0058,2024-02-06 09:32:39.224390,new_subscription,Basic,29,EUR
sub_000075,cust_0059,2024-10-13 04:30:06.591994,new_subscription,Basic,29,EUR
sub_000076,cust_0060,2024-12-31 00:00:00.000000,new_subscription,Professional,79,EUR
sub_000077,cust_0061,2024-10-20 22:32:36.947451,new_subscription,Professional,79,EUR
sub_000078,cust_0062,2023-06-03 02:12:53.559417,new_subscription,Basic,29,EUR
sub_000079,cust_0062,2024-07-26 00:41:13.411166,upgrade,Professional,50,EUR
sub_000080,cust_0063,2023-04-14 11:23:33.946577,new_subscription,Basic,29,EUR
sub_000081,cust_0063,2023-09-16 10:17:22.680878,upgrade,Professional,50,EUR
sub_000082,cust_0064,2024-11-12 12:45:55.352642,new_subscription,Basic,29,EUR
sub_000083,cust_0065,2023-01-03 18:58:24.701318,new_subscription,Basic,29,EUR
sub_000084,cust_0066,2023-08-05 02:37:25.970949,new_subscription,Basic,29,EUR
sub_000085,cust_0066,2024-11-04 07:12:59.221856,churn,,-29,EUR
sub_000086,cust_0067,2023-02-21 01:43:54.331818,new_subscription,Basic,29,EUR
sub_000087,cust_0068,2024-12-31 00:00:00.000000,new_subscription,Professional,79,EUR
sub_000088,cust_0069,2023-10-20 13:56:48.967071,new_subscription,Basic,29,EUR
sub_000089,cust_0069,2024-02-17 05:35:53.414517,upgrade,Professional,50,EUR
sub_000090,cust_0069,2024-09-18 05:54:39.773973,upgrade,Enterprise,120,EUR
sub_000091,cust_0069,2024-10-25 07:05:18.674082,downgrade,Professional,-120,EUR
sub_000092,cust_0070,2023-06-30 18:57:18.684298,new_subscription,Basic,29,EUR
sub_000093,cust_0071,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000094,cust_0072,2023-10-03 01:31:44.663711,new_subscription,Enterprise,199,EUR
sub_000095,cust_0073,2023-05-15 02:23:48.815730,new_subscription,Basic,29,EUR
sub_000096,cust_0073,2023-08-26 20:42:07.767487,upgrade,Professional,50,EUR
sub_000097,cust_0074,2024-01-12 04:43:25.973158,new_subscription,Basic,29,EUR
sub_000098,cust_0075,2023-01-22 03:22:13.579866,new_subscription,Enterprise,199,EUR
sub_000099,cust_0076,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000100,cust_0077,2023-03-04 14:41:46.555658,new_subscription,Enterprise,199,EUR
sub_000101,cust_0078,2024-12-31 00:00:00.000000,new_subscription,Professional,79,EUR
sub_000102,cust_0079,2024-03-22 01:29:17.155874,new_subscription,Enterprise,199,EUR
sub_000103,cust_0080,2023-04-19 12:47:54.435925,new_subscription,Basic,29,EUR
sub_000104,cust_0081,2023-07-03 09:49:07.942574,new_subscription,Basic,29,EUR
sub_000105,cust_0082,2024-02-06 12:50:35.305877,new_subscription,Basic,29,EUR
sub_000106,cust_0083,2023-02-07 20:26:23.728530,new_subscription,Basic,29,EUR
sub_000107,cust_0083,2024-07-19 05:05:02.522783,upgrade,Professional,50,EUR
sub_000108,cust_0084,2023-06-04 17:22:43.749145,new_subscription,Basic,29,EUR
sub_000109,cust_0085,2023-01-17 15:38:44.498493,new_subscription,Basic,29,EUR
sub_000110,cust_0086,2024-03-28 17:46:35.936280,new_subscription,Basic,29,EUR
sub_000111,cust_0087,2023-10-15 01:15:13.002030,new_subscription,Professional,79,EUR
sub_000112,cust_0088,2024-02-19 10:47:37.243888,new_subscription,Professional,79,EUR
sub_000113,cust_0089,2024-04-14 16:26:24.952740,new_subscription,Professional,79,EUR
sub_000114,cust_0089,2024-10-02 20:17:50.156455,churn,,-79,EUR
sub_000115,cust_0090,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000116,cust_0091,2023-06-16 20:28:16.918873,new_subscription,Basic,29,EUR
sub_000117,cust_0092,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000118,cust_0093,2023-04-30 07:56:33.909325,new_subscription,Enterprise,199,EUR
sub_000119,cust_0094,2024-11-10 19:02:49.550411,new_subscription,Enterprise,199,EUR
sub_000120,cust_0095,2023-10-29 17:04:56.416303,new_subscription,Enterprise,199,EUR
sub_000121,cust_0096,2023-02-09 02:10:15.414814,new_subscription,Professional,79,EUR
sub_000122,cust_0097,2024-12-31 00:00:00.000000,new_subscription,Professional,79,EUR
sub_000123,cust_0098,2023-06-15 14:50:47.379079,new_subscription,Basic,29,EUR
sub_000124,cust_0098,2023-10-25 19:07:21.475164,upgrade,Professional,50,EUR
sub_000125,cust_0099,2024-06-01 18:52:05.251369,new_subscription,Basic,29,EUR
sub_000126,cust_0099,2024-10-08 14:30:21.559304,upgrade,Professional,50,EUR
sub_000127,cust_0100,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000128,cust_0101,2024-02-15 22:10:57.569700,new_subscription,Basic,29,EUR
sub_000129,cust_0102,2023-03-12 12:25:28.059459,new_subscription,Basic,29,EUR
sub_000130,cust_0103,2024-01-08 23:56:30.807131,new_subscription,Professional,79,EUR
sub_000131,cust_0104,2023-02-12 19:10:12.913626,new_subscription,Professional,79,EUR
sub_000132,cust_0104,2024-10-10 12:50:55.216562,churn,,-79,EUR
sub_000133,cust_0105,2023-01-03 00:42:52.544510,new_subscription,Professional,79,EUR
sub_000134,cust_0105,2023-07-08 00:19:40.082484,upgrade,Enterprise,120,EUR
sub_000135,cust_0106,2023-11-15 06:41:57.562561,new_subscription,Basic,29,EUR
sub_000136,cust_0107,2024-02-27 04:14:17.622594,new_subscription,Basic,29,EUR
sub_000137,cust_0107,2024-11-20 01:06:32.382721,upgrade,Professional,50,EUR
sub_000138,cust_0108,2024-05-13 04:00:21.504334,new_subscription,Professional,79,EUR
sub_000139,cust_0109,2023-06-07 10:53:42.452209,new_subscription,Basic,29,EUR
sub_000140,cust_0109,2023-06-18 05:26:12.682674,upgrade,Professional,50,EUR
sub_000141,cust_0109,2024-09-15 15:30:37.115551,upgrade,Enterprise,120,EUR
sub_000142,cust_0110,2024-02-24 12:13:43.022304,new_subscription,Basic,29,EUR
sub_000143,cust_0110,2024-11-06 12:06:28.328057,upgrade,Professional,50,EUR
sub_000144,cust_0111,2024-03-04 17:24:27.239147,new_subscription,Enterprise,199,EUR
sub_000145,cust_0112,2023-02-09 08:13:40.043657,new_subscription,Basic,29,EUR
sub_000146,cust_0112,2024-12-11 19:01:37.038358,upgrade,Professional,50,EUR
sub_000147,cust_0113,2023-05-04 06:20:14.710001,new_subscription,Basic,29,EUR
sub_000148,cust_0113,2023-06-28 19:49:35.966742,upgrade,Professional,50,EUR
sub_000149,cust_0113,2024-04-01 07:55:47.471618,upgrade,Enterprise,120,EUR
sub_000150,cust_0114,2024-12-31 00:00:00.000000,new_subscription,Professional,79,EUR
sub_000151,cust_0115,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000152,cust_0116,2024-09-25 12:43:20.732911,new_subscription,Professional,79,EUR
sub_000153,cust_0117,2023-12-11 01:29:47.995293,new_subscription,Professional,79,EUR
sub_000154,cust_0117,2024-06-03 06:17:02.731281,downgrade,Basic,-50,EUR
sub_000155,cust_0118,2023-03-28 21:15:46.782440,new_subscription,Basic,29,EUR
sub_000156,cust_0119,2023-05-12 19:56:33.850738,new_subscription,Enterprise,199,EUR
sub_000157,cust_0120,2024-02-19 18:54:01.254365,new_subscription,Basic,29,EUR
sub_000158,cust_0121,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000159,cust_0122,2024-12-31 00:00:00.000000,new_subscription,Professional,79,EUR
sub_000160,cust_0123,2023-01-07 05:32:32.019254,new_subscription,Professional,79,EUR
sub_000161,cust_0124,2023-08-12 13:48:26.854954,new_subscription,Basic,29,EUR
sub_000162,cust_0124,2024-03-04 11:02:27.935556,upgrade,Professional,50,EUR
sub_000163,cust_0124,2024-11-30 03:30:38.612777,upgrade,Enterprise,120,EUR
sub_000164,cust_0125,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000165,cust_0126,2023-05-20 12:15:00.916030,new_subscription,Basic,29,EUR
sub_000166,cust_0127,2024-12-31 00:00:00.000000,new_subscription,Professional,79,EUR
sub_000167,cust_0128,2023-03-16 06:53:55.379181,new_subscription,Professional,79,EUR
sub_000168,cust_0129,2024-12-31 00:00:00.000000,new_subscription,Professional,79,EUR
sub_000169,cust_0130,2023-12-04 15:28:42.347216,new_subscription,Enterprise,199,EUR
sub_000170,cust_0131,2024-01-17 19:29:41.528292,new_subscription,Basic,29,EUR
sub_000171,cust_0132,2023-03-02 08:50:15.474357,new_subscription,Enterprise,199,EUR
sub_000172,cust_0133,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000173,cust_0134,2024-04-22 15:06:52.138426,new_subscription,Basic,29,EUR
sub_000174,cust_0135,2023-06-28 04:43:35.350405,new_subscription,Basic,29,EUR
sub_000175,cust_0135,2023-06-30 09:19:51.368371,upgrade,Professional,50,EUR
sub_000176,cust_0136,2024-10-24 22:47:42.970896,new_subscription,Basic,29,EUR
sub_000177,cust_0137,2024-12-31 00:00:00.000000,new_subscription,Enterprise,199,EUR
sub_000178,cust_0138,2023-10-14 10:29:42.268401,new_subscription,Basic,29,EUR
sub_000179,cust_0139,2024-10-02 09:07:09.660581,new_subscription,Enterprise,199,EUR
sub_000180,cust_0140,2024-04-29 05:17:10.412558,new_subscription,Basic,29,EUR
sub_000181,cust_0141,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000182,cust_0142,2023-07-08 08:59:35.418424,new_subscription,Basic,29,EUR
sub_000183,cust_0142,2023-11-14 19:12:14.344884,churn,,-29,EUR
sub_000184,cust_0143,2023-12-12 08:46:28.759622,new_subscription,Enterprise,199,EUR
sub_000185,cust_0143,2024-02-14 14:40:37.955488,churn,,-199,EUR
sub_000186,cust_0144,2023-09-08 15:25:36.129174,new_subscription,Basic,29,EUR
sub_000187,cust_0145,2023-05-16 01:15:15.620470,new_subscription,Basic,29,EUR
sub_000188,cust_0146,2023-01-13 09:21:38.146227,new_subscription,Professional,79,EUR
sub_000189,cust_0146,2024-10-27 21:59:03.494802,downgrade,Basic,-50,EUR
sub_000190,cust_0147,2024-11-22 17:46:23.331238,new_subscription,Basic,29,EUR
sub_000191,cust_0148,2023-02-24 08:32:05.267239,new_subscription,Professional,79,EUR
sub_000192,cust_0149,2024-08-10 20:37:12.821805,new_subscription,Basic,29,EUR
sub_000193,cust_0150,2024-01-26 02:06:30.020768,new_subscription,Basic,29,EUR
sub_000194,cust_0150,2024-04-01 17:32:26.601074,upgrade,Professional,50,EUR
sub_000195,cust_0150,2024-12-18 19:41:48.192335,upgrade,Enterprise,120,EUR
sub_000196,cust_0151,2023-01-22 05:25:29.714660,new_subscription,Basic,29,EUR
sub_000197,cust_0152,2023-11-08 03:56:24.899530,new_subscription,Basic,29,EUR
sub_000198,cust_0153,2024-06-01 23:37:17.054401,new_subscription,Basic,29,EUR
sub_000199,cust_0154,2023-10-18 12:23:41.080601,new_subscription,Professional,79,EUR
sub_000200,cust_0155,2024-09-26 06:16:41.539562,new_subscription,Professional,79,EUR
sub_000201,cust_0156,2023-08-20 04:38:27.384805,new_subscription,Professional,79,EUR
sub_000202,cust_0156,2024-05-30 20:03:10.163754,downgrade,Basic,-50,EUR
sub_000203,cust_0157,2023-01-11 06:30:18.185753,new_subscription,Enterprise,199,EUR
sub_000204,cust_0158,2024-12-24 02:34:09.711497,new_subscription,Professional,79,EUR
sub_000205,cust_0159,2023-07-30 08:15:09.312715,new_subscription,Professional,79,EUR
sub_000206,cust_0160,2023-03-10 01:09:32.828758,new_subscription,Basic,29,EUR
sub_000207,cust_0160,2023-12-31 05:25:39.615016,churn,,-29,EUR
sub_000208,cust_0161,2023-11-15 17:11:24.805708,new_subscription,Basic,29,EUR
sub_000209,cust_0162,2024-03-07 18:08:50.485521,new_subscription,Professional,79,EUR
sub_000210,cust_0163,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000211,cust_0164,2023-11-20 07:00:45.455547,new_subscription,Basic,29,EUR
sub_000212,cust_0165,2023-08-06 14:45:48.632788,new_subscription,Basic,29,EUR
sub_000213,cust_0166,2023-06-26 00:08:08.309407,new_subscription,Basic,29,EUR
sub_000214,cust_0166,2024-10-21 20:01:42.594866,churn,,-29,EUR
sub_000215,cust_0167,2023-01-06 19:10:53.635151,new_subscription,Professional,79,EUR
sub_000216,cust_0168,2023-01-19 20:06:21.667479,new_subscription,Basic,29,EUR
sub_000217,cust_0168,2023-08-09 14:28:33.969313,upgrade,Professional,50,EUR
sub_000218,cust_0169,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000219,cust_0170,2023-09-15 02:43:55.582910,new_subscription,Basic,29,EUR
sub_000220,cust_0170,2024-12-08 13:32:07.556936,upgrade,Professional,50,EUR
sub_000221,cust_0171,2023-09-28 14:34:20.897952,new_subscription,Enterprise,199,EUR
sub_000222,cust_0172,2023-03-18 01:52:09.274376,new_subscription,Professional,79,EUR
sub_000223,cust_0173,2023-07-23 08:01:53.399996,new_subscription,Basic,29,EUR
sub_000224,cust_0173,2023-12-01 23:06:11.076511,churn,,-29,EUR
sub_000225,cust_0174,2024-02-08 05:53:58.365574,new_subscription,Enterprise,199,EUR
sub_000226,cust_0175,2023-07-07 18:05:11.200879,new_subscription,Basic,29,EUR
sub_000227,cust_0176,2023-10-07 18:37:07.482125,new_subscription,Basic,29,EUR
sub_000228,cust_0176,2023-12-24 10:17:14.763871,upgrade,Professional,50,EUR
sub_000229,cust_0177,2024-03-05 23:45:27.845741,new_subscription,Professional,79,EUR
sub_000230,cust_0178,2023-01-30 06:33:04.997016,new_subscription,Professional,79,EUR
sub_000231,cust_0178,2024-07-11 02:44:37.893595,churn,,-79,EUR
sub_000232,cust_0179,2023-01-11 17:56:35.151385,new_subscription,Basic,29,EUR
sub_000233,cust_0180,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000234,cust_0181,2023-07-16 12:29:11.923258,new_subscription,Basic,29,EUR
sub_000235,cust_0181,2024-05-23 07:57:06.424968,upgrade,Professional,50,EUR
sub_000236,cust_0182,2023-09-03 04:22:38.463206,new_subscription,Enterprise,199,EUR
sub_000237,cust_0183,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000238,cust_0184,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000239,cust_0185,2023-03-29 03:48:14.778102,new_subscription,Basic,29,EUR
sub_000240,cust_0186,2023-02-12 11:45:47.594245,new_subscription,Basic,29,EUR
sub_000241,cust_0186,2024-09-02 20:00:48.659513,upgrade,Professional,50,EUR
sub_000242,cust_0187,2023-02-09 16:22:05.202823,new_subscription,Basic,29,EUR
sub_000243,cust_0187,2024-08-21 04:31:21.409231,upgrade,Professional,50,EUR
sub_000244,cust_0188,2023-01-30 12:57:23.107269,new_subscription,Professional,79,EUR
sub_000245,cust_0189,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000246,cust_0190,2024-11-04 19:29:34.293787,new_subscription,Basic,29,EUR
sub_000247,cust_0191,2023-02-20 07:12:04.141294,new_subscription,Professional,79,EUR
sub_000248,cust_0192,2024-02-01 13:25:55.537532,new_subscription,Basic,29,EUR
sub_000249,cust_0193,2024-06-15 07:37:06.082098,new_subscription,Professional,79,EUR
sub_000250,cust_0194,2023-05-13 12:48:18.281321,new_subscription,Basic,29,EUR
sub_000251,cust_0194,2024-06-09 00:25:26.753445,upgrade,Professional,50,EUR
sub_000252,cust_0195,2024-07-09 12:03:41.045947,new_subscription,Professional,79,EUR
sub_000253,cust_0195,2024-10-03 05:48:11.847444,downgrade,Basic,-50,EUR
sub_000254,cust_0196,2024-12-31 00:00:00.000000,new_subscription,Professional,79,EUR
sub_000255,cust_0197,2023-07-06 02:20:29.597397,new_subscription,Professional,79,EUR
sub_000256,cust_0198,2023-06-16 16:38:35.667367,new_subscription,Professional,79,EUR
sub_000257,cust_0199,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000258,cust_0200,2024-07-09 21:55:59.802083,new_subscription,Basic,29,EUR
sub_000259,cust_0201,2023-02-13 12:50:24.649960,new_subscription,Basic,29,EUR
sub_000260,cust_0201,2023-09-17 05:07:41.733058,churn,,-29,EUR
sub_000261,cust_0202,2023-10-09 11:35:30.845993,new_subscription,Professional,79,EUR
sub_000262,cust_0203,2023-06-04 07:03:36.328245,new_subscription,Professional,79,EUR
sub_000263,cust_0203,2024-02-09 21:33:51.964040,upgrade,Enterprise,120,EUR
sub_000264,cust_0204,2023-07-17 04:41:20.972320,new_subscription,Basic,29,EUR
sub_000265,cust_0204,2023-08-01 21:37:11.876022,upgrade,Professional,50,EUR
sub_000266,cust_0204,2024-05-12 19:33:58.895305,downgrade,Basic,-50,EUR
sub_000267,cust_0205,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000268,cust_0206,2023-06-03 20:40:29.569787,new_subscription,Basic,29,EUR
sub_000269,cust_0207,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000270,cust_0208,2024-02-04 16:36:31.578297,new_subscription,Basic,29,EUR
sub_000271,cust_0208,2024-07-21 04:18:25.637769,upgrade,Professional,50,EUR
sub_000272,cust_0209,2023-05-19 19:25:07.233469,new_subscription,Basic,29,EUR
sub_000273,cust_0209,2024-01-03 07:07:06.845075,upgrade,Professional,50,EUR
sub_000274,cust_0209,2024-10-12 14:13:51.848134,downgrade,Basic,-50,EUR
sub_000275,cust_0210,2024-03-22 12:42:22.922329,new_subscription,Basic,29,EUR
sub_000276,cust_0210,2024-11-08 07:13:10.866049,upgrade,Professional,50,EUR
sub_000277,cust_0211,2024-09-19 06:40:33.584603,new_subscription,Basic,29,EUR
sub_000278,cust_0212,2023-02-08 06:06:52.872433,new_subscription,Professional,79,EUR
sub_000279,cust_0213,2023-01-24 17:06:15.774868,new_subscription,Professional,79,EUR
sub_000280,cust_0213,2023-05-17 17:48:13.616090,downgrade,Basic,-50,EUR
sub_000281,cust_0213,2024-10-04 18:17:21.387545,churn,,-29,EUR
sub_000282,cust_0214,2023-08-22 00:31:50.303561,new_subscription,Basic,29,EUR
sub_000283,cust_0215,2023-06-22 21:02:22.368810,new_subscription,Enterprise,199,EUR
sub_000284,cust_0216,2023-03-03 17:21:12.540976,new_subscription,Basic,29,EUR
sub_000285,cust_0217,2024-01-21 03:53:40.292092,new_subscription,Basic,29,EUR
sub_000286,cust_0218,2023-02-05 03:24:46.828867,new_subscription,Professional,79,EUR
sub_000287,cust_0219,2023-01-31 05:14:32.854012,new_subscription,Enterprise,199,EUR
sub_000288,cust_0220,2024-05-04 23:59:51.468173,new_subscription,Basic,29,EUR
sub_000289,cust_0221,2023-02-05 11:04:37.670401,new_subscription,Basic,29,EUR
sub_000290,cust_0221,2024-11-12 14:32:04.951457,churn,,-29,EUR
sub_000291,cust_0222,2023-07-07 12:50:26.853007,new_subscription,Professional,79,EUR
sub_000292,cust_0223,2024-11-01 05:31:25.937449,new_subscription,Basic,29,EUR
sub_000293,cust_0224,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000294,cust_0225,2023-07-08 19:24:05.746837,new_subscription,Basic,29,EUR
sub_000295,cust_0225,2023-08-31 21:42:13.262665,upgrade,Professional,50,EUR
sub_000296,cust_0226,2024-08-23 11:55:42.198112,new_subscription,Basic,29,EUR
sub_000297,cust_0227,2023-08-09 19:31:04.810540,new_subscription,Basic,29,EUR
sub_000298,cust_0228,2023-02-17 03:38:59.987508,new_subscription,Professional,79,EUR
sub_000299,cust_0228,2024-06-21 07:47:19.863229,downgrade,Basic,-50,EUR
sub_000300,cust_0229,2023-01-05 13:37:06.450789,new_subscription,Professional,79,EUR
sub_000301,cust_0230,2023-01-24 04:19:26.897638,new_subscription,Basic,29,EUR
sub_000302,cust_0230,2023-02-25 16:16:00.771046,upgrade,Professional,50,EUR
sub_000303,cust_0231,2023-02-20 00:15:06.578178,new_subscription,Basic,29,EUR
sub_000304,cust_0232,2024-07-02 05:44:17.120134,new_subscription,Professional,79,EUR
sub_000305,cust_0233,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000306,cust_0234,2023-05-15 14:06:14.080455,new_subscription,Basic,29,EUR
sub_000307,cust_0235,2023-04-12 05:35:16.260813,new_subscription,Professional,79,EUR
sub_000308,cust_0235,2024-07-10 19:52:50.668950,downgrade,Basic,-50,EUR
sub_000309,cust_0236,2023-01-05 21:23:52.317046,new_subscription,Basic,29,EUR
sub_000310,cust_0236,2024-05-31 10:54:21.182532,churn,,-29,EUR
sub_000311,cust_0237,2023-01-18 15:32:32.592255,new_subscription,Basic,29,EUR
sub_000312,cust_0237,2024-09-04 10:26:27.453176,churn,,-29,EUR
sub_000313,cust_0238,2023-10-28 01:22:30.732075,new_subscription,Professional,79,EUR
sub_000314,cust_0239,2023-01-31 15:56:57.152986,new_subscription,Basic,29,EUR
sub_000315,cust_0240,2024-12-31 00:00:00.000000,new_subscription,Basic,29,EUR
sub_000316,cust_0241,2024-02-02 01:13:53.715574,new_subscription,Basic,29,EUR
sub_000317,cust_0242,2023-08-31 10:49:35.236195,new_subscription,Basic,29,EUR
sub_000318,cust_0242,2024-02-18 19:12:11.161887,upgrade,Professional,50,EUR
